# emapper version: emapper-2.0.1 emapper DB: 2.0
# command: emapper.py  -i Y1.faa --target_orthologs one2one --scratch_dir scratch --output_dir mapper --output Y1 --keep_mapping_files --cpu 72 -m diamond
# time: Sun Aug  9 17:28:10 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	taxonomic scope	eggNOG OGs	best eggNOG OG	COG Functional cat.	eggNOG free text desc.
Y1_g_00558	543734.LCABL_16230	5.4e-147	526.9	Lactobacillaceae	dprA	GO:0007154,GO:0008150,GO:0009292,GO:0009294,GO:0009605,GO:0009987,GO:0009991,GO:0030420,GO:0031668,GO:0044764,GO:0050896,GO:0051704,GO:0051716,GO:0071496		ko:K04096					ko00000				Bacteria	1TPP7@1239,3F41U@33958,4HGWM@91061,COG0758@1,COG0758@2	NA|NA|NA	LU	DNA protecting protein DprA
Y1_g_00559	543734.LCABL_16250	0.0	1345.1	Lactobacillaceae	topA		5.99.1.2	ko:K03168					ko00000,ko01000,ko03032,ko03400				Bacteria	1TPUS@1239,3F3VS@33958,4HA6C@91061,COG0550@1,COG0550@2	NA|NA|NA	L	Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA-(5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supercoils. Finally, in the religation step, the DNA 3'-OH attacks the covalent intermediate to expel the active-site tyrosine and restore the DNA phosphodiester backbone
Y1_g_00560	543734.LCABL_16260	8.5e-251	872.5	Lactobacillaceae	trmFO	GO:0000166,GO:0001510,GO:0002097,GO:0002098,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0030488,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0036094,GO:0043167,GO:0043168,GO:0043170,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048037,GO:0050660,GO:0050662,GO:0071704,GO:0090304,GO:0097159,GO:1901265,GO:1901360,GO:1901363	2.1.1.74	ko:K04094					ko00000,ko01000,ko03016,ko03036				Bacteria	1TP67@1239,3F3WW@33958,4HB27@91061,COG1206@1,COG1206@2	NA|NA|NA	J	Catalyzes the folate-dependent formation of 5-methyl- uridine at position 54 (M-5-U54) in all tRNAs
Y1_g_00561	543734.LCABL_16270	4.7e-168	597.0	Lactobacillaceae	xerC			ko:K03733,ko:K04763					ko00000,ko03036				Bacteria	1TPQB@1239,3F44K@33958,4HARA@91061,COG4974@1,COG4974@2	NA|NA|NA	D	Belongs to the 'phage' integrase family. XerC subfamily
Y1_g_00562	543734.LCABL_16280	1.6e-91	342.0	Lactobacillaceae	hslV	GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0004175,GO:0004298,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016787,GO:0017076,GO:0019538,GO:0019904,GO:0022607,GO:0030163,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0051603,GO:0065003,GO:0070003,GO:0070011,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1901565,GO:1901575,GO:1902494,GO:1904949,GO:1905368,GO:1905369	3.4.25.2	ko:K01419					ko00000,ko01000,ko01002				Bacteria	1TPXK@1239,3F4HS@33958,4H9PD@91061,COG5405@1,COG5405@2	NA|NA|NA	O	Protease subunit of a proteasome-like degradation complex believed to be a general protein degrading machinery
Y1_g_00563	543734.LCABL_16290	2e-258	897.9	Lactobacillaceae	hslU	GO:0000166,GO:0000287,GO:0000502,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006508,GO:0006807,GO:0006950,GO:0008144,GO:0008150,GO:0008152,GO:0008233,GO:0009266,GO:0009376,GO:0009408,GO:0009628,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0019538,GO:0019904,GO:0022607,GO:0030554,GO:0031597,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034214,GO:0035639,GO:0036094,GO:0042802,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043335,GO:0043933,GO:0044085,GO:0044238,GO:0044424,GO:0044444,GO:0044445,GO:0044464,GO:0046872,GO:0050896,GO:0051259,GO:0065003,GO:0071704,GO:0071840,GO:0097159,GO:0097367,GO:0140096,GO:1901265,GO:1901363,GO:1901564,GO:1902494,GO:1904949,GO:1905368,GO:1905369		ko:K03667					ko00000,ko03110				Bacteria	1TPKQ@1239,3F3WB@33958,4HA83@91061,COG1220@1,COG1220@2	NA|NA|NA	O	this subunit has chaperone activity. The binding of ATP and its subsequent hydrolysis by HslU are essential for unfolding of protein substrates subsequently hydrolyzed by HslV. HslU recognizes the N-terminal part of its protein substrates and unfolds these before they are guided to HslV for hydrolysis
Y1_g_00564	543734.LCABL_16300	8.1e-173	612.8	Lactobacillaceae	lacX		5.1.3.3	ko:K01785	ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130	M00632	R01602,R10619	RC00563	ko00000,ko00001,ko00002,ko01000				Bacteria	1U26T@1239,3F3KT@33958,4HA4J@91061,COG2017@1,COG2017@2	NA|NA|NA	G	Aldose 1-epimerase
Y1_g_00565	543734.LCABL_16310	6.6e-109	400.2	Lactobacillaceae	plsY	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	2.3.1.15,3.5.1.104	ko:K08591,ko:K22278	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110	M00089	R00851,R09380	RC00004,RC00039,RC00041	ko00000,ko00001,ko00002,ko01000,ko01004				Bacteria	1VA3J@1239,3F543@33958,4HC55@91061,COG0344@1,COG0344@2	NA|NA|NA	I	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP
Y1_g_00566	543734.LCABL_16320	0.0	1286.9	Lactobacillaceae	parE	GO:0003674,GO:0003824,GO:0003916,GO:0003918,GO:0005575,GO:0006139,GO:0006259,GO:0006265,GO:0006725,GO:0006807,GO:0006996,GO:0007059,GO:0008094,GO:0008150,GO:0008152,GO:0009295,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016853,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0051276,GO:0061505,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0140097,GO:1901360	5.99.1.3	ko:K02470,ko:K02622					ko00000,ko01000,ko02048,ko03032,ko03036,ko03400				Bacteria	1TQCF@1239,3F430@33958,4H9UC@91061,COG0187@1,COG0187@2	NA|NA|NA	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule
Y1_g_00567	543734.LCABL_16330	0.0	1582.0	Lactobacillaceae	parC	GO:0005575,GO:0005622,GO:0005623,GO:0009330,GO:0032991,GO:0044424,GO:0044464	5.99.1.3	ko:K02469,ko:K02621					ko00000,ko01000,ko02048,ko03032,ko03036,ko03400				Bacteria	1TRE7@1239,3F3MJ@33958,4HAQB@91061,COG0188@1,COG0188@2	NA|NA|NA	L	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule
Y1_g_00568	543734.LCABL_16340	0.0	1545.0	Lactobacillaceae	pflB		2.3.1.54	ko:K00656	ko00620,ko00640,ko00650,ko01100,ko01120,map00620,map00640,map00650,map01100,map01120		R00212,R06987	RC00004,RC01181,RC02742,RC02833	ko00000,ko00001,ko01000				Bacteria	1TPTF@1239,3F53K@33958,4H9RD@91061,COG1882@1,COG1882@2	NA|NA|NA	C	Pyruvate formate lyase-like
Y1_g_00569	543734.LCABL_16350	5.6e-171	606.7	Lactobacillaceae	pflA	GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006464,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0018307,GO:0019538,GO:0033554,GO:0036211,GO:0043170,GO:0043364,GO:0043365,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0048037,GO:0050896,GO:0051536,GO:0051539,GO:0051540,GO:0051716,GO:0055114,GO:0070283,GO:0071704,GO:1901564	1.97.1.4	ko:K04069			R04710		ko00000,ko01000			iECOK1_1307.ECOK1_0925,iEcE24377_1341.EcE24377A_0980,iEcSMS35_1347.EcSMS35_2219,iYL1228.KPN_00930	Bacteria	1TPK2@1239,3F472@33958,4HACV@91061,COG1180@1,COG1180@2	NA|NA|NA	C	Activation of pyruvate formate-lyase under anaerobic conditions by generation of an organic free radical, using S- adenosylmethionine and reduced flavodoxin as cosubstrates to produce 5'-deoxy-adenosine
Y1_g_00570	543734.LCABL_16360	5.8e-180	636.7	Lactobacillaceae													Bacteria	1UYRT@1239,3FBIB@33958,4IQQ1@91061,COG0583@1,COG0583@2	NA|NA|NA	K	LysR substrate binding domain
Y1_g_00571	543734.LCABL_16370	2.8e-171	607.8	Lactobacillaceae	ppaC	GO:0003674,GO:0003824,GO:0004427,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006793,GO:0008150,GO:0008152,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0044237,GO:0044424,GO:0044464	3.6.1.1	ko:K15986	ko00190,map00190				ko00000,ko00001,ko01000				Bacteria	1TPH6@1239,3F3PJ@33958,4H9T8@91061,COG1227@1,COG1227@2	NA|NA|NA	C	inorganic pyrophosphatase
Y1_g_00572	543734.LCABL_16380	9.5e-211	739.2	Lactobacillaceae	xerS												Bacteria	1URNQ@1239,3FBHV@33958,4HEPI@91061,COG4974@1,COG4974@2	NA|NA|NA	L	Belongs to the 'phage' integrase family
Y1_g_00573	543734.LCABL_16390	4.7e-39	167.2	Lactobacillaceae													Bacteria	1VWQW@1239,2E4BT@1,33YQ0@2,3FBRI@33958,4HWWB@91061	NA|NA|NA		
Y1_g_00574	543734.LCABL_16400	0.0	1230.3	Lactobacillaceae	XK27_05700			ko:K02004,ko:K19084	ko02010,ko02020,map02010,map02020	M00258,M00731,M00737			ko00000,ko00001,ko00002,ko02000	3.A.1,3.A.1.134			Bacteria	1TR2D@1239,3FBRY@33958,4H9SH@91061,COG0577@1,COG0577@2	NA|NA|NA	V	FtsX-like permease family
Y1_g_00575	543734.LCABL_16410	1.1e-136	492.7	Lactobacillaceae	XK27_05695			ko:K02003		M00258			ko00000,ko00002,ko02000	3.A.1			Bacteria	1TNZG@1239,3F3MG@33958,4H9UT@91061,COG1136@1,COG1136@2	NA|NA|NA	V	ABC transporter, ATP-binding protein
Y1_g_00576	543734.LCABL_16420	6.5e-176	623.2	Lactobacillaceae													Bacteria	1TSIC@1239,3F5QR@33958,4HFQK@91061,COG0642@1,COG2205@2	NA|NA|NA	T	PhoQ Sensor
Y1_g_00577	543734.LCABL_16430	9.3e-124	449.5	Lactobacillaceae													Bacteria	1TR32@1239,3FC95@33958,4HIBI@91061,COG0745@1,COG0745@2	NA|NA|NA	T	Transcriptional regulatory protein, C terminal
Y1_g_00578	543734.LCABL_16440	8e-191	672.9	Lactobacillaceae				ko:K08217					br01600,ko00000,ko01504,ko02000	2.A.1.21.1,2.A.1.21.22			Bacteria	1UHRM@1239,3FBXB@33958,4ISTP@91061,COG0477@1,COG0477@2	NA|NA|NA	EGP	Transmembrane secretion effector
Y1_g_00579	543734.LCABL_16450	1.7e-31	141.4	Lactobacillaceae													Bacteria	1UI3A@1239,3F83Y@33958,4ISBV@91061,COG0454@1,COG0456@2	NA|NA|NA	K	Acetyltransferase (GNAT) domain
Y1_g_00580	543734.LCABL_16460	2.4e-71	274.6	Lactobacillaceae													Bacteria	1UVU0@1239,3F7S8@33958,4IG71@91061,COG0454@1,COG0456@2	NA|NA|NA	K	Acetyltransferase (GNAT) domain
Y1_g_00581	543734.LCABL_16470	6.4e-111	406.8	Bacilli	nfnB	GO:0000166,GO:0003674,GO:0003824,GO:0004155,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0010181,GO:0016491,GO:0016645,GO:0016646,GO:0016651,GO:0016657,GO:0018545,GO:0018973,GO:0018974,GO:0019326,GO:0019439,GO:0032553,GO:0036094,GO:0042537,GO:0042802,GO:0043167,GO:0043168,GO:0044237,GO:0044248,GO:0044424,GO:0044444,GO:0044464,GO:0046256,GO:0046260,GO:0046263,GO:0048037,GO:0050662,GO:0055114,GO:0071704,GO:0072490,GO:0072491,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901361,GO:1901363,GO:1901575	1.5.1.34	ko:K10679	ko00633,ko01120,map00633,map01120		R08014,R08017,R08042	RC00250	ko00000,ko00001,ko01000			iECUMN_1333.ECUMN_0668,iEcSMS35_1347.EcSMS35_0596,iJN746.PP_2432,iYO844.BSU07830	Bacteria	1UYJU@1239,4HYXD@91061,COG0778@1,COG0778@2	NA|NA|NA	C	Nitroreductase family
Y1_g_00582	543734.LCABL_16480	6.5e-204	716.5	Lactobacillaceae			2.6.1.9	ko:K00817	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R03243	RC00006,RC00888	ko00000,ko00001,ko00002,ko01000,ko01007				Bacteria	1TPUV@1239,3F466@33958,4HA1H@91061,COG0079@1,COG0079@2	NA|NA|NA	E	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
Y1_g_00583	543734.LCABL_16490	1.2e-52	212.2	Lactobacillaceae	hisE	GO:0000105,GO:0000287,GO:0003674,GO:0003824,GO:0004636,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009605,GO:0009607,GO:0009987,GO:0016053,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0018130,GO:0019438,GO:0019752,GO:0030312,GO:0034641,GO:0040007,GO:0043167,GO:0043169,GO:0043207,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044403,GO:0044419,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0052803,GO:0071704,GO:0071944,GO:0075136,GO:0075139,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.5.4.19,3.6.1.31,5.3.1.16	ko:K01523,ko:K01814,ko:K11755	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035,R04037,R04640	RC00002,RC00945,RC01055	ko00000,ko00001,ko00002,ko01000			iSB619.SA_RS14110,iYO844.BSU34860	Bacteria	1VB6S@1239,3F7V5@33958,4HKDY@91061,COG0140@1,COG0140@2	NA|NA|NA	E	phosphoribosyl-ATP diphosphatase activity
Y1_g_00584	543734.LCABL_16500	2.5e-58	231.1	Lactobacillaceae	hisI	GO:0000105,GO:0003674,GO:0003824,GO:0004635,GO:0004636,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016462,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0018130,GO:0019238,GO:0019438,GO:0019752,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	3.5.4.19,3.5.4.25,3.6.1.31,5.3.1.16	ko:K01496,ko:K01497,ko:K01814,ko:K11755	ko00340,ko00740,ko00790,ko01100,ko01110,ko01230,ko02024,map00340,map00740,map00790,map01100,map01110,map01230,map02024	M00026,M00125	R00425,R04035,R04037,R04640	RC00002,RC00293,RC00945,RC01055,RC02504	ko00000,ko00001,ko00002,ko01000			iECNA114_1301.ECNA114_0880,iECW_1372.ECW_m2186,iEKO11_1354.EKO11_1768,iHN637.CLJU_RS05760,iSB619.SA_RS14110,iUMN146_1321.UM146_06665,iWFL_1372.ECW_m2186	Bacteria	1UYNA@1239,3F73W@33958,4HA9R@91061,COG0139@1,COG0139@2	NA|NA|NA	E	Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP
Y1_g_00585	543734.LCABL_16510	4.6e-132	477.2	Lactobacillaceae	hisF	GO:0000105,GO:0000107,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009382,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0032991,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494,GO:1990234	3.5.4.19,3.6.1.31	ko:K01663,ko:K02500,ko:K11755	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04035,R04037,R04558	RC00002,RC00010,RC01055,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000			iECO111_1330.ECO111_2749,iEcolC_1368.EcolC_1617,iHN637.CLJU_RS05755,iLJ478.TM1036,iSB619.SA_RS14115,iYL1228.KPN_02481	Bacteria	1TP0W@1239,3F3XV@33958,4HAAM@91061,COG0107@1,COG0107@2	NA|NA|NA	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit
Y1_g_00586	543734.LCABL_16520	5.1e-125	453.8	Lactobacillaceae	hisA	GO:0000105,GO:0000162,GO:0003674,GO:0003824,GO:0003949,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016853,GO:0016860,GO:0016861,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0046219,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	5.3.1.16	ko:K01814	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04640	RC00945	ko00000,ko00001,ko00002,ko01000			iAF987.Gmet_0388	Bacteria	1V1IR@1239,3F5YT@33958,4HACP@91061,COG0106@1,COG0106@2	NA|NA|NA	E	1-(5-phosphoribosyl)-5- (5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase
Y1_g_00587	543734.LCABL_16530	6.7e-113	413.3	Lactobacillaceae	hisH			ko:K02501	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R04558	RC00010,RC01190,RC01943	ko00000,ko00001,ko00002,ko01000				Bacteria	1TQT0@1239,3FBCG@33958,4HHSP@91061,COG0118@1,COG0118@2	NA|NA|NA	E	IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR
Y1_g_00588	543734.LCABL_16540	2.4e-104	384.8	Lactobacillaceae	hisB	GO:0000105,GO:0003674,GO:0003824,GO:0004401,GO:0004424,GO:0005488,GO:0005515,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0040007,GO:0042578,GO:0042802,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.23,2.6.1.9,3.1.3.15,4.2.1.19	ko:K00013,ko:K00817,ko:K01089,ko:K01693	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R01158,R01163,R03012,R03013,R03243,R03457	RC00006,RC00017,RC00099,RC00242,RC00463,RC00888,RC00932	ko00000,ko00001,ko00002,ko01000,ko01007			iECO111_1330.ECO111_2746,iECS88_1305.ECS88_2121,iJN746.PP_0289,iLJ478.TM1039,iSB619.SA_RS14130,iUMNK88_1353.UMNK88_2570	Bacteria	1TRH7@1239,3F4TQ@33958,4HCFG@91061,COG0131@1,COG0131@2	NA|NA|NA	E	imidazoleglycerol-phosphate dehydratase
Y1_g_00589	543734.LCABL_16550	6.6e-232	809.7	Lactobacillaceae	hisD	GO:0000105,GO:0003674,GO:0003824,GO:0004399,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016491,GO:0016614,GO:0016616,GO:0018130,GO:0019438,GO:0019752,GO:0030145,GO:0034641,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046394,GO:0046483,GO:0046872,GO:0046914,GO:0052803,GO:0055114,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	1.1.1.23,1.1.1.308	ko:K00013,ko:K15509	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R01158,R01163,R03012	RC00099,RC00242,RC00463	ko00000,ko00001,ko00002,ko01000				Bacteria	1TPAW@1239,3F40P@33958,4H9XK@91061,COG0141@1,COG0141@2	NA|NA|NA	E	Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine
Y1_g_00590	543734.LCABL_16560	7.5e-112	409.8	Lactobacillaceae	hisG	GO:0000105,GO:0003674,GO:0003824,GO:0003879,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607	2.4.2.17	ko:K00765,ko:K02502	ko00340,ko01100,ko01110,ko01230,map00340,map01100,map01110,map01230	M00026	R01071	RC02819,RC03200	ko00000,ko00001,ko00002,ko01000				Bacteria	1TSVZ@1239,3F4WT@33958,4H9MH@91061,COG0040@1,COG0040@2	NA|NA|NA	F	Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity
Y1_g_00591	543734.LCABL_16570	4.8e-218	763.5	Lactobacillaceae	hisZ		2.4.2.17,6.1.1.21	ko:K00765,ko:K01892,ko:K02502	ko00340,ko00970,ko01100,ko01110,ko01230,map00340,map00970,map01100,map01110,map01230	M00026,M00359,M00360	R01071,R03655	RC00055,RC00523,RC02819,RC03200	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016				Bacteria	1TPZZ@1239,3F4W1@33958,4HBBA@91061,COG3705@1,COG3705@2	NA|NA|NA	E	Required for the first step of histidine biosynthesis. May allow the feedback regulation of ATP phosphoribosyltransferase activity by histidine
Y1_g_00593	543734.LCABL_16580	4.1e-206	723.8	Bacilli			2.6.1.9	ko:K00817	ko00340,ko00350,ko00360,ko00400,ko00401,ko00960,ko01100,ko01110,ko01130,ko01230,map00340,map00350,map00360,map00400,map00401,map00960,map01100,map01110,map01130,map01230	M00026	R00694,R00734,R03243	RC00006,RC00888	ko00000,ko00001,ko00002,ko01000,ko01007				Bacteria	1TPUV@1239,4HA1H@91061,COG0079@1,COG0079@2	NA|NA|NA	E	Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily
Y1_g_00594	543734.LCABL_16600	4.5e-100	370.5	Lactobacillaceae			3.6.1.13	ko:K01515	ko00230,map00230		R01054	RC00002	ko00000,ko00001,ko01000				Bacteria	1VXC7@1239,3F45R@33958,4HX58@91061,COG0494@1,COG0494@2	NA|NA|NA	L	Belongs to the Nudix hydrolase family
Y1_g_00595	543734.LCABL_16610	1.2e-160	572.4	Lactobacillaceae	degV												Bacteria	1TRM7@1239,3F40W@33958,4HBIR@91061,COG1307@1,COG1307@2	NA|NA|NA	S	EDD domain protein, DegV family
